rel_path,fs,lead_index,lead_name,r_time_s,target_len,outdir,mode
363241.dat,400.0,0,I,0.9825,300,C:/Physionet/PhysioNetChallange/one_beat_out/363241,wfdb
364046.dat,400.0,0,I,1.205,300,C:/Physionet/PhysioNetChallange/one_beat_out/364046,wfdb
364886.dat,400.0,0,I,1.1975,300,C:/Physionet/PhysioNetChallange/one_beat_out/364886,wfdb
364889.dat,400.0,0,I,1.0325,300,C:/Physionet/PhysioNetChallange/one_beat_out/364889,wfdb
364910.dat,400.0,0,I,0.7925,300,C:/Physionet/PhysioNetChallange/one_beat_out/364910,wfdb
366608.dat,400.0,0,I,1.205,300,C:/Physionet/PhysioNetChallange/one_beat_out/366608,wfdb
366698.dat,400.0,0,I,0.835,300,C:/Physionet/PhysioNetChallange/one_beat_out/366698,wfdb
366790.dat,400.0,0,I,0.3075,300,C:/Physionet/PhysioNetChallange/one_beat_out/366790,wfdb
367030.dat,400.0,0,I,0.4975,300,C:/Physionet/PhysioNetChallange/one_beat_out/367030,wfdb
367205.dat,400.0,0,I,1.4775,300,C:/Physionet/PhysioNetChallange/one_beat_out/367205,wfdb
367385.dat,400.0,0,I,0.4125,300,C:/Physionet/PhysioNetChallange/one_beat_out/367385,wfdb
367780.dat,400.0,0,I,0.925,300,C:/Physionet/PhysioNetChallange/one_beat_out/367780,wfdb
368361.dat,400.0,0,I,0.31,300,C:/Physionet/PhysioNetChallange/one_beat_out/368361,wfdb
368542.dat,400.0,0,I,1.28,300,C:/Physionet/PhysioNetChallange/one_beat_out/368542,wfdb
368801.dat,400.0,0,I,0.65,300,C:/Physionet/PhysioNetChallange/one_beat_out/368801,wfdb
369006.dat,400.0,0,I,1.0925,300,C:/Physionet/PhysioNetChallange/one_beat_out/369006,wfdb
369111.dat,400.0,0,I,0.8375,300,C:/Physionet/PhysioNetChallange/one_beat_out/369111,wfdb
369314.dat,400.0,0,I,0.6325,300,C:/Physionet/PhysioNetChallange/one_beat_out/369314,wfdb
372389.dat,400.0,0,I,0.8975,300,C:/Physionet/PhysioNetChallange/one_beat_out/372389,wfdb
372405.dat,400.0,0,I,0.685,300,C:/Physionet/PhysioNetChallange/one_beat_out/372405,wfdb
372407.dat,400.0,0,I,0.9275,300,C:/Physionet/PhysioNetChallange/one_beat_out/372407,wfdb
372411.dat,400.0,0,I,0.7675,300,C:/Physionet/PhysioNetChallange/one_beat_out/372411,wfdb
372413.dat,400.0,0,I,0.3475,300,C:/Physionet/PhysioNetChallange/one_beat_out/372413,wfdb
372421.dat,400.0,0,I,1.0825,300,C:/Physionet/PhysioNetChallange/one_beat_out/372421,wfdb
372438.dat,400.0,0,I,1.36,300,C:/Physionet/PhysioNetChallange/one_beat_out/372438,wfdb
373073.dat,400.0,0,I,0.42,300,C:/Physionet/PhysioNetChallange/one_beat_out/373073,wfdb
375420.dat,400.0,0,I,0.9425,300,C:/Physionet/PhysioNetChallange/one_beat_out/375420,wfdb
375575.dat,400.0,0,I,1.24,300,C:/Physionet/PhysioNetChallange/one_beat_out/375575,wfdb
375675.dat,400.0,0,I,1.155,300,C:/Physionet/PhysioNetChallange/one_beat_out/375675,wfdb
375780.dat,400.0,0,I,1.005,300,C:/Physionet/PhysioNetChallange/one_beat_out/375780,wfdb
375848.dat,400.0,0,I,0.335,300,C:/Physionet/PhysioNetChallange/one_beat_out/375848,wfdb
375915.dat,400.0,0,I,0.6575,300,C:/Physionet/PhysioNetChallange/one_beat_out/375915,wfdb
375917.dat,400.0,0,I,0.9525,300,C:/Physionet/PhysioNetChallange/one_beat_out/375917,wfdb
375933.dat,400.0,0,I,0.93,300,C:/Physionet/PhysioNetChallange/one_beat_out/375933,wfdb
375979.dat,400.0,0,I,2.1425,300,C:/Physionet/PhysioNetChallange/one_beat_out/375979,wfdb
376022.dat,400.0,0,I,0.3025,300,C:/Physionet/PhysioNetChallange/one_beat_out/376022,wfdb
376057.dat,400.0,0,I,0.5525,300,C:/Physionet/PhysioNetChallange/one_beat_out/376057,wfdb
376083.dat,400.0,0,I,0.4325,300,C:/Physionet/PhysioNetChallange/one_beat_out/376083,wfdb
376122.dat,400.0,0,I,0.985,300,C:/Physionet/PhysioNetChallange/one_beat_out/376122,wfdb
376988.dat,400.0,0,I,0.96,300,C:/Physionet/PhysioNetChallange/one_beat_out/376988,wfdb
377101.dat,400.0,0,I,0.7675,300,C:/Physionet/PhysioNetChallange/one_beat_out/377101,wfdb
377174.dat,400.0,0,I,0.9275,300,C:/Physionet/PhysioNetChallange/one_beat_out/377174,wfdb
377225.dat,400.0,0,I,0.47,300,C:/Physionet/PhysioNetChallange/one_beat_out/377225,wfdb
377455.dat,400.0,0,I,0.4075,300,C:/Physionet/PhysioNetChallange/one_beat_out/377455,wfdb
377588.dat,400.0,0,I,1.0425,300,C:/Physionet/PhysioNetChallange/one_beat_out/377588,wfdb
378126.dat,400.0,0,I,1.325,300,C:/Physionet/PhysioNetChallange/one_beat_out/378126,wfdb
378135.dat,400.0,0,I,1.075,300,C:/Physionet/PhysioNetChallange/one_beat_out/378135,wfdb
378140.dat,400.0,0,I,0.4275,300,C:/Physionet/PhysioNetChallange/one_beat_out/378140,wfdb
378149.dat,400.0,0,I,0.3425,300,C:/Physionet/PhysioNetChallange/one_beat_out/378149,wfdb
378204.dat,400.0,0,I,0.8375,300,C:/Physionet/PhysioNetChallange/one_beat_out/378204,wfdb
378825.dat,400.0,0,I,0.415,300,C:/Physionet/PhysioNetChallange/one_beat_out/378825,wfdb
378909.dat,400.0,0,I,0.8775,300,C:/Physionet/PhysioNetChallange/one_beat_out/378909,wfdb
379005.dat,400.0,0,I,0.7975,300,C:/Physionet/PhysioNetChallange/one_beat_out/379005,wfdb
379106.dat,400.0,0,I,1.0375,300,C:/Physionet/PhysioNetChallange/one_beat_out/379106,wfdb
379143.dat,400.0,0,I,1.375,300,C:/Physionet/PhysioNetChallange/one_beat_out/379143,wfdb
379178.dat,400.0,0,I,1.255,300,C:/Physionet/PhysioNetChallange/one_beat_out/379178,wfdb
379218.dat,400.0,0,I,0.785,300,C:/Physionet/PhysioNetChallange/one_beat_out/379218,wfdb
379261.dat,400.0,0,I,1.045,300,C:/Physionet/PhysioNetChallange/one_beat_out/379261,wfdb
379323.dat,400.0,0,I,1.07,300,C:/Physionet/PhysioNetChallange/one_beat_out/379323,wfdb
379358.dat,400.0,0,I,0.5475,300,C:/Physionet/PhysioNetChallange/one_beat_out/379358,wfdb
382572.dat,400.0,0,I,0.3125,300,C:/Physionet/PhysioNetChallange/one_beat_out/382572,wfdb
382575.dat,400.0,0,I,0.73,300,C:/Physionet/PhysioNetChallange/one_beat_out/382575,wfdb
382656.dat,400.0,0,I,1.105,300,C:/Physionet/PhysioNetChallange/one_beat_out/382656,wfdb
383039.dat,400.0,0,I,0.4025,300,C:/Physionet/PhysioNetChallange/one_beat_out/383039,wfdb
386108.dat,400.0,0,I,0.535,300,C:/Physionet/PhysioNetChallange/one_beat_out/386108,wfdb
387999.dat,400.0,0,I,0.73,300,C:/Physionet/PhysioNetChallange/one_beat_out/387999,wfdb
389440.dat,400.0,0,I,0.995,300,C:/Physionet/PhysioNetChallange/one_beat_out/389440,wfdb
389444.dat,400.0,0,I,0.7,300,C:/Physionet/PhysioNetChallange/one_beat_out/389444,wfdb
390433.dat,400.0,0,I,1.23,300,C:/Physionet/PhysioNetChallange/one_beat_out/390433,wfdb
390848.dat,400.0,0,I,1.0425,300,C:/Physionet/PhysioNetChallange/one_beat_out/390848,wfdb
391490.dat,400.0,0,I,0.6525,300,C:/Physionet/PhysioNetChallange/one_beat_out/391490,wfdb
391493.dat,400.0,0,I,0.44,300,C:/Physionet/PhysioNetChallange/one_beat_out/391493,wfdb
391566.dat,400.0,0,I,1.215,300,C:/Physionet/PhysioNetChallange/one_beat_out/391566,wfdb
392276.dat,400.0,0,I,0.8175,300,C:/Physionet/PhysioNetChallange/one_beat_out/392276,wfdb
392343.dat,400.0,0,I,0.8425,300,C:/Physionet/PhysioNetChallange/one_beat_out/392343,wfdb
392364.dat,400.0,0,I,0.57,300,C:/Physionet/PhysioNetChallange/one_beat_out/392364,wfdb
392394.dat,400.0,0,I,0.795,300,C:/Physionet/PhysioNetChallange/one_beat_out/392394,wfdb
392493.dat,400.0,0,I,0.8175,300,C:/Physionet/PhysioNetChallange/one_beat_out/392493,wfdb
392624.dat,400.0,0,I,0.685,300,C:/Physionet/PhysioNetChallange/one_beat_out/392624,wfdb
392743.dat,400.0,0,I,0.4825,300,C:/Physionet/PhysioNetChallange/one_beat_out/392743,wfdb
392829.dat,400.0,0,I,0.4075,300,C:/Physionet/PhysioNetChallange/one_beat_out/392829,wfdb
392914.dat,400.0,0,I,0.795,300,C:/Physionet/PhysioNetChallange/one_beat_out/392914,wfdb
392976.dat,400.0,0,I,0.34,300,C:/Physionet/PhysioNetChallange/one_beat_out/392976,wfdb
393018.dat,400.0,0,I,0.8225,300,C:/Physionet/PhysioNetChallange/one_beat_out/393018,wfdb
393370.dat,400.0,0,I,1.195,300,C:/Physionet/PhysioNetChallange/one_beat_out/393370,wfdb
393386.dat,400.0,0,I,1.025,300,C:/Physionet/PhysioNetChallange/one_beat_out/393386,wfdb
393397.dat,400.0,0,I,0.6575,300,C:/Physionet/PhysioNetChallange/one_beat_out/393397,wfdb
393700.dat,400.0,0,I,1.0825,300,C:/Physionet/PhysioNetChallange/one_beat_out/393700,wfdb
394428.dat,400.0,0,I,0.4575,300,C:/Physionet/PhysioNetChallange/one_beat_out/394428,wfdb
394541.dat,400.0,0,I,0.915,300,C:/Physionet/PhysioNetChallange/one_beat_out/394541,wfdb
395304.dat,400.0,0,I,0.9025,300,C:/Physionet/PhysioNetChallange/one_beat_out/395304,wfdb
395721.dat,400.0,0,I,0.985,300,C:/Physionet/PhysioNetChallange/one_beat_out/395721,wfdb
395774.dat,400.0,0,I,0.76,300,C:/Physionet/PhysioNetChallange/one_beat_out/395774,wfdb
395926.dat,400.0,0,I,0.5775,300,C:/Physionet/PhysioNetChallange/one_beat_out/395926,wfdb
398013.dat,400.0,0,I,0.5625,300,C:/Physionet/PhysioNetChallange/one_beat_out/398013,wfdb
399956.dat,400.0,0,I,0.3225,300,C:/Physionet/PhysioNetChallange/one_beat_out/399956,wfdb
40054.dat,400.0,0,I,1.0625,300,C:/Physionet/PhysioNetChallange/one_beat_out/40054,wfdb
400691.dat,400.0,0,I,0.605,300,C:/Physionet/PhysioNetChallange/one_beat_out/400691,wfdb
401296.dat,400.0,0,I,1.335,300,C:/Physionet/PhysioNetChallange/one_beat_out/401296,wfdb
40144.dat,400.0,0,I,0.65,300,C:/Physionet/PhysioNetChallange/one_beat_out/40144,wfdb
40225.dat,400.0,0,I,0.895,300,C:/Physionet/PhysioNetChallange/one_beat_out/40225,wfdb
402466.dat,400.0,0,I,0.5,300,C:/Physionet/PhysioNetChallange/one_beat_out/402466,wfdb
403036.dat,400.0,0,I,0.9175,300,C:/Physionet/PhysioNetChallange/one_beat_out/403036,wfdb
405277.dat,400.0,0,I,0.49,300,C:/Physionet/PhysioNetChallange/one_beat_out/405277,wfdb
406936.dat,400.0,0,I,1.175,300,C:/Physionet/PhysioNetChallange/one_beat_out/406936,wfdb
407329.dat,400.0,0,I,0.4125,300,C:/Physionet/PhysioNetChallange/one_beat_out/407329,wfdb
414180.dat,400.0,0,I,0.44,300,C:/Physionet/PhysioNetChallange/one_beat_out/414180,wfdb
415765.dat,400.0,0,I,0.6075,300,C:/Physionet/PhysioNetChallange/one_beat_out/415765,wfdb
415900.dat,400.0,0,I,0.3375,300,C:/Physionet/PhysioNetChallange/one_beat_out/415900,wfdb
417536.dat,400.0,0,I,2.21,300,C:/Physionet/PhysioNetChallange/one_beat_out/417536,wfdb
419223.dat,400.0,0,I,0.985,300,C:/Physionet/PhysioNetChallange/one_beat_out/419223,wfdb
419743.dat,400.0,0,I,0.6325,300,C:/Physionet/PhysioNetChallange/one_beat_out/419743,wfdb
422170.dat,400.0,0,I,0.5825,300,C:/Physionet/PhysioNetChallange/one_beat_out/422170,wfdb
426521.dat,400.0,0,I,0.8125,300,C:/Physionet/PhysioNetChallange/one_beat_out/426521,wfdb
430479.dat,400.0,0,I,0.9225,300,C:/Physionet/PhysioNetChallange/one_beat_out/430479,wfdb
430489.dat,400.0,0,I,1.005,300,C:/Physionet/PhysioNetChallange/one_beat_out/430489,wfdb
430492.dat,400.0,0,I,1.275,300,C:/Physionet/PhysioNetChallange/one_beat_out/430492,wfdb
430497.dat,400.0,0,I,0.9175,300,C:/Physionet/PhysioNetChallange/one_beat_out/430497,wfdb
432790.dat,400.0,0,I,0.79,300,C:/Physionet/PhysioNetChallange/one_beat_out/432790,wfdb
434624.dat,400.0,0,I,1.01,300,C:/Physionet/PhysioNetChallange/one_beat_out/434624,wfdb
43580.dat,400.0,0,I,0.45,300,C:/Physionet/PhysioNetChallange/one_beat_out/43580,wfdb
436174.dat,400.0,0,I,0.6625,300,C:/Physionet/PhysioNetChallange/one_beat_out/436174,wfdb
436241.dat,400.0,0,I,0.8,300,C:/Physionet/PhysioNetChallange/one_beat_out/436241,wfdb
437318.dat,400.0,0,I,0.5775,300,C:/Physionet/PhysioNetChallange/one_beat_out/437318,wfdb
437320.dat,400.0,0,I,0.9,300,C:/Physionet/PhysioNetChallange/one_beat_out/437320,wfdb
437321.dat,400.0,0,I,1.01,300,C:/Physionet/PhysioNetChallange/one_beat_out/437321,wfdb
437322.dat,400.0,0,I,0.3725,300,C:/Physionet/PhysioNetChallange/one_beat_out/437322,wfdb
437324.dat,400.0,0,I,0.775,300,C:/Physionet/PhysioNetChallange/one_beat_out/437324,wfdb
437325.dat,400.0,0,I,1.2325,300,C:/Physionet/PhysioNetChallange/one_beat_out/437325,wfdb
437326.dat,400.0,0,I,0.7225,300,C:/Physionet/PhysioNetChallange/one_beat_out/437326,wfdb
437329.dat,400.0,0,I,1.075,300,C:/Physionet/PhysioNetChallange/one_beat_out/437329,wfdb
437331.dat,400.0,0,I,0.4025,300,C:/Physionet/PhysioNetChallange/one_beat_out/437331,wfdb
437333.dat,400.0,0,I,2.225,300,C:/Physionet/PhysioNetChallange/one_beat_out/437333,wfdb
437342.dat,400.0,0,I,0.455,300,C:/Physionet/PhysioNetChallange/one_beat_out/437342,wfdb
437343.dat,400.0,0,I,0.7675,300,C:/Physionet/PhysioNetChallange/one_beat_out/437343,wfdb
437346.dat,400.0,0,I,0.3925,300,C:/Physionet/PhysioNetChallange/one_beat_out/437346,wfdb
437347.dat,400.0,0,I,1.065,300,C:/Physionet/PhysioNetChallange/one_beat_out/437347,wfdb
437349.dat,400.0,0,I,0.3775,300,C:/Physionet/PhysioNetChallange/one_beat_out/437349,wfdb
437351.dat,400.0,0,I,1.005,300,C:/Physionet/PhysioNetChallange/one_beat_out/437351,wfdb
437354.dat,400.0,0,I,0.77,300,C:/Physionet/PhysioNetChallange/one_beat_out/437354,wfdb
437355.dat,400.0,0,I,0.7325,300,C:/Physionet/PhysioNetChallange/one_beat_out/437355,wfdb
438536.dat,400.0,0,I,0.5325,300,C:/Physionet/PhysioNetChallange/one_beat_out/438536,wfdb
44478.dat,400.0,0,I,0.4825,300,C:/Physionet/PhysioNetChallange/one_beat_out/44478,wfdb
445066.dat,400.0,0,I,1.1275,300,C:/Physionet/PhysioNetChallange/one_beat_out/445066,wfdb
446205.dat,400.0,0,I,0.675,300,C:/Physionet/PhysioNetChallange/one_beat_out/446205,wfdb
446353.dat,400.0,0,I,1.2975,300,C:/Physionet/PhysioNetChallange/one_beat_out/446353,wfdb
446520.dat,400.0,0,I,0.83,300,C:/Physionet/PhysioNetChallange/one_beat_out/446520,wfdb
446560.dat,400.0,0,I,0.5675,300,C:/Physionet/PhysioNetChallange/one_beat_out/446560,wfdb
446680.dat,400.0,0,I,0.9375,300,C:/Physionet/PhysioNetChallange/one_beat_out/446680,wfdb
446919.dat,400.0,0,I,0.4375,300,C:/Physionet/PhysioNetChallange/one_beat_out/446919,wfdb
446922.dat,400.0,0,I,0.5175,300,C:/Physionet/PhysioNetChallange/one_beat_out/446922,wfdb
447257.dat,400.0,0,I,0.9625,300,C:/Physionet/PhysioNetChallange/one_beat_out/447257,wfdb
448403.dat,400.0,0,I,0.8575,300,C:/Physionet/PhysioNetChallange/one_beat_out/448403,wfdb
448408.dat,400.0,0,I,1.0775,300,C:/Physionet/PhysioNetChallange/one_beat_out/448408,wfdb
448409.dat,400.0,0,I,1.525,300,C:/Physionet/PhysioNetChallange/one_beat_out/448409,wfdb
448417.dat,400.0,0,I,1.155,300,C:/Physionet/PhysioNetChallange/one_beat_out/448417,wfdb
448425.dat,400.0,0,I,0.9525,300,C:/Physionet/PhysioNetChallange/one_beat_out/448425,wfdb
44846.dat,400.0,0,I,0.5425,300,C:/Physionet/PhysioNetChallange/one_beat_out/44846,wfdb
448542.dat,400.0,0,I,0.4475,300,C:/Physionet/PhysioNetChallange/one_beat_out/448542,wfdb
448545.dat,400.0,0,I,0.765,300,C:/Physionet/PhysioNetChallange/one_beat_out/448545,wfdb
448546.dat,400.0,0,I,0.325,300,C:/Physionet/PhysioNetChallange/one_beat_out/448546,wfdb
448549.dat,400.0,0,I,0.7825,300,C:/Physionet/PhysioNetChallange/one_beat_out/448549,wfdb
448551.dat,400.0,0,I,0.6625,300,C:/Physionet/PhysioNetChallange/one_beat_out/448551,wfdb
448555.dat,400.0,0,I,0.65,300,C:/Physionet/PhysioNetChallange/one_beat_out/448555,wfdb
448563.dat,400.0,0,I,0.39,300,C:/Physionet/PhysioNetChallange/one_beat_out/448563,wfdb
448575.dat,400.0,0,I,0.67,300,C:/Physionet/PhysioNetChallange/one_beat_out/448575,wfdb
448580.dat,400.0,0,I,0.5475,300,C:/Physionet/PhysioNetChallange/one_beat_out/448580,wfdb
448581.dat,400.0,0,I,1.2875,300,C:/Physionet/PhysioNetChallange/one_beat_out/448581,wfdb
448582.dat,400.0,0,I,0.64,300,C:/Physionet/PhysioNetChallange/one_beat_out/448582,wfdb
449351.dat,400.0,0,I,0.5175,300,C:/Physionet/PhysioNetChallange/one_beat_out/449351,wfdb
449407.dat,400.0,0,I,0.8725,300,C:/Physionet/PhysioNetChallange/one_beat_out/449407,wfdb
449409.dat,400.0,0,I,0.8575,300,C:/Physionet/PhysioNetChallange/one_beat_out/449409,wfdb
449413.dat,400.0,0,I,0.9025,300,C:/Physionet/PhysioNetChallange/one_beat_out/449413,wfdb
449414.dat,400.0,0,I,1.4875,300,C:/Physionet/PhysioNetChallange/one_beat_out/449414,wfdb
451452.dat,400.0,0,I,0.51,300,C:/Physionet/PhysioNetChallange/one_beat_out/451452,wfdb
451629.dat,400.0,0,I,0.3775,300,C:/Physionet/PhysioNetChallange/one_beat_out/451629,wfdb
452037.dat,400.0,0,I,0.3525,300,C:/Physionet/PhysioNetChallange/one_beat_out/452037,wfdb
452042.dat,400.0,0,I,0.6825,300,C:/Physionet/PhysioNetChallange/one_beat_out/452042,wfdb
452079.dat,400.0,0,I,0.3975,300,C:/Physionet/PhysioNetChallange/one_beat_out/452079,wfdb
452123.dat,400.0,0,I,0.7425,300,C:/Physionet/PhysioNetChallange/one_beat_out/452123,wfdb
452162.dat,400.0,0,I,0.91,300,C:/Physionet/PhysioNetChallange/one_beat_out/452162,wfdb
452611.dat,400.0,0,I,1.3525,300,C:/Physionet/PhysioNetChallange/one_beat_out/452611,wfdb
452767.dat,400.0,0,I,0.6625,300,C:/Physionet/PhysioNetChallange/one_beat_out/452767,wfdb
452878.dat,400.0,0,I,0.9325,300,C:/Physionet/PhysioNetChallange/one_beat_out/452878,wfdb
453660.dat,400.0,0,I,0.98,300,C:/Physionet/PhysioNetChallange/one_beat_out/453660,wfdb
453673.dat,400.0,0,I,1.145,300,C:/Physionet/PhysioNetChallange/one_beat_out/453673,wfdb
455246.dat,400.0,0,I,0.7475,300,C:/Physionet/PhysioNetChallange/one_beat_out/455246,wfdb
455550.dat,400.0,0,I,0.4375,300,C:/Physionet/PhysioNetChallange/one_beat_out/455550,wfdb
455578.dat,400.0,0,I,0.82,300,C:/Physionet/PhysioNetChallange/one_beat_out/455578,wfdb
456118.dat,400.0,0,I,1.49,300,C:/Physionet/PhysioNetChallange/one_beat_out/456118,wfdb
456209.dat,400.0,0,I,0.3425,300,C:/Physionet/PhysioNetChallange/one_beat_out/456209,wfdb
456251.dat,400.0,0,I,0.81,300,C:/Physionet/PhysioNetChallange/one_beat_out/456251,wfdb
456276.dat,400.0,0,I,0.86,300,C:/Physionet/PhysioNetChallange/one_beat_out/456276,wfdb
456318.dat,400.0,0,I,0.7875,300,C:/Physionet/PhysioNetChallange/one_beat_out/456318,wfdb
456357.dat,400.0,0,I,0.3375,300,C:/Physionet/PhysioNetChallange/one_beat_out/456357,wfdb
456414.dat,400.0,0,I,0.64,300,C:/Physionet/PhysioNetChallange/one_beat_out/456414,wfdb
456692.dat,400.0,0,I,0.8725,300,C:/Physionet/PhysioNetChallange/one_beat_out/456692,wfdb
458404.dat,400.0,0,I,1.06,300,C:/Physionet/PhysioNetChallange/one_beat_out/458404,wfdb
458435.dat,400.0,0,I,0.515,300,C:/Physionet/PhysioNetChallange/one_beat_out/458435,wfdb
458441.dat,400.0,0,I,1.1325,300,C:/Physionet/PhysioNetChallange/one_beat_out/458441,wfdb
458448.dat,400.0,0,I,0.3125,300,C:/Physionet/PhysioNetChallange/one_beat_out/458448,wfdb
458531.dat,400.0,0,I,0.7875,300,C:/Physionet/PhysioNetChallange/one_beat_out/458531,wfdb
458540.dat,400.0,0,I,0.7075,300,C:/Physionet/PhysioNetChallange/one_beat_out/458540,wfdb
459920.dat,400.0,0,I,0.5525,300,C:/Physionet/PhysioNetChallange/one_beat_out/459920,wfdb
460031.dat,400.0,0,I,0.635,300,C:/Physionet/PhysioNetChallange/one_beat_out/460031,wfdb
460507.dat,400.0,0,I,0.3575,300,C:/Physionet/PhysioNetChallange/one_beat_out/460507,wfdb
461681.dat,400.0,0,I,0.7925,300,C:/Physionet/PhysioNetChallange/one_beat_out/461681,wfdb
462391.dat,400.0,0,I,1.0875,300,C:/Physionet/PhysioNetChallange/one_beat_out/462391,wfdb
462530.dat,400.0,0,I,1.34,300,C:/Physionet/PhysioNetChallange/one_beat_out/462530,wfdb
46257.dat,400.0,0,I,0.3675,300,C:/Physionet/PhysioNetChallange/one_beat_out/46257,wfdb
464399.dat,400.0,0,I,0.83,300,C:/Physionet/PhysioNetChallange/one_beat_out/464399,wfdb
464718.dat,400.0,0,I,0.9725,300,C:/Physionet/PhysioNetChallange/one_beat_out/464718,wfdb
465998.dat,400.0,0,I,1.16,300,C:/Physionet/PhysioNetChallange/one_beat_out/465998,wfdb
466001.dat,400.0,0,I,1.07,300,C:/Physionet/PhysioNetChallange/one_beat_out/466001,wfdb
466005.dat,400.0,0,I,0.805,300,C:/Physionet/PhysioNetChallange/one_beat_out/466005,wfdb
466012.dat,400.0,0,I,1.12,300,C:/Physionet/PhysioNetChallange/one_beat_out/466012,wfdb
466016.dat,400.0,0,I,0.8225,300,C:/Physionet/PhysioNetChallange/one_beat_out/466016,wfdb
466020.dat,400.0,0,I,1.0525,300,C:/Physionet/PhysioNetChallange/one_beat_out/466020,wfdb
466025.dat,400.0,0,I,0.495,300,C:/Physionet/PhysioNetChallange/one_beat_out/466025,wfdb
466026.dat,400.0,0,I,1.0375,300,C:/Physionet/PhysioNetChallange/one_beat_out/466026,wfdb
466030.dat,400.0,0,I,0.745,300,C:/Physionet/PhysioNetChallange/one_beat_out/466030,wfdb
466031.dat,400.0,0,I,0.85,300,C:/Physionet/PhysioNetChallange/one_beat_out/466031,wfdb
466033.dat,400.0,0,I,0.7925,300,C:/Physionet/PhysioNetChallange/one_beat_out/466033,wfdb
466034.dat,400.0,0,I,0.695,300,C:/Physionet/PhysioNetChallange/one_beat_out/466034,wfdb
466192.dat,400.0,0,I,0.3425,300,C:/Physionet/PhysioNetChallange/one_beat_out/466192,wfdb
466564.dat,400.0,0,I,0.5325,300,C:/Physionet/PhysioNetChallange/one_beat_out/466564,wfdb
466718.dat,400.0,0,I,0.99,300,C:/Physionet/PhysioNetChallange/one_beat_out/466718,wfdb
466768.dat,400.0,0,I,0.6925,300,C:/Physionet/PhysioNetChallange/one_beat_out/466768,wfdb
466811.dat,400.0,0,I,0.345,300,C:/Physionet/PhysioNetChallange/one_beat_out/466811,wfdb
47163.dat,400.0,0,I,0.545,300,C:/Physionet/PhysioNetChallange/one_beat_out/47163,wfdb
47270.dat,400.0,0,I,0.495,300,C:/Physionet/PhysioNetChallange/one_beat_out/47270,wfdb
473573.dat,400.0,0,I,1.105,300,C:/Physionet/PhysioNetChallange/one_beat_out/473573,wfdb
474661.dat,400.0,0,I,0.87,300,C:/Physionet/PhysioNetChallange/one_beat_out/474661,wfdb
475749.dat,400.0,0,I,1.085,300,C:/Physionet/PhysioNetChallange/one_beat_out/475749,wfdb
476129.dat,400.0,0,I,0.365,300,C:/Physionet/PhysioNetChallange/one_beat_out/476129,wfdb
477438.dat,400.0,0,I,0.3225,300,C:/Physionet/PhysioNetChallange/one_beat_out/477438,wfdb
477439.dat,400.0,0,I,0.93,300,C:/Physionet/PhysioNetChallange/one_beat_out/477439,wfdb
477441.dat,400.0,0,I,1.1825,300,C:/Physionet/PhysioNetChallange/one_beat_out/477441,wfdb
477442.dat,400.0,0,I,0.825,300,C:/Physionet/PhysioNetChallange/one_beat_out/477442,wfdb
477444.dat,400.0,0,I,0.3325,300,C:/Physionet/PhysioNetChallange/one_beat_out/477444,wfdb
477448.dat,400.0,0,I,0.5525,300,C:/Physionet/PhysioNetChallange/one_beat_out/477448,wfdb
477450.dat,400.0,0,I,0.59,300,C:/Physionet/PhysioNetChallange/one_beat_out/477450,wfdb
478406.dat,400.0,0,I,0.6625,300,C:/Physionet/PhysioNetChallange/one_beat_out/478406,wfdb
479036.dat,400.0,0,I,0.3025,300,C:/Physionet/PhysioNetChallange/one_beat_out/479036,wfdb
483030.dat,400.0,0,I,1.2425,300,C:/Physionet/PhysioNetChallange/one_beat_out/483030,wfdb
483264.dat,400.0,0,I,0.535,300,C:/Physionet/PhysioNetChallange/one_beat_out/483264,wfdb
483270.dat,400.0,0,I,0.885,300,C:/Physionet/PhysioNetChallange/one_beat_out/483270,wfdb
483274.dat,400.0,0,I,0.8075,300,C:/Physionet/PhysioNetChallange/one_beat_out/483274,wfdb
483282.dat,400.0,0,I,0.53,300,C:/Physionet/PhysioNetChallange/one_beat_out/483282,wfdb
483283.dat,400.0,0,I,0.7975,300,C:/Physionet/PhysioNetChallange/one_beat_out/483283,wfdb
483287.dat,400.0,0,I,0.665,300,C:/Physionet/PhysioNetChallange/one_beat_out/483287,wfdb
483296.dat,400.0,0,I,0.42,300,C:/Physionet/PhysioNetChallange/one_beat_out/483296,wfdb
483315.dat,400.0,0,I,0.955,300,C:/Physionet/PhysioNetChallange/one_beat_out/483315,wfdb
483320.dat,400.0,0,I,0.96,300,C:/Physionet/PhysioNetChallange/one_beat_out/483320,wfdb
483324.dat,400.0,0,I,0.77,300,C:/Physionet/PhysioNetChallange/one_beat_out/483324,wfdb
483327.dat,400.0,0,I,0.3725,300,C:/Physionet/PhysioNetChallange/one_beat_out/483327,wfdb
483328.dat,400.0,0,I,0.55,300,C:/Physionet/PhysioNetChallange/one_beat_out/483328,wfdb
483329.dat,400.0,0,I,0.3925,300,C:/Physionet/PhysioNetChallange/one_beat_out/483329,wfdb
483331.dat,400.0,0,I,0.9825,300,C:/Physionet/PhysioNetChallange/one_beat_out/483331,wfdb
483745.dat,400.0,0,I,0.925,300,C:/Physionet/PhysioNetChallange/one_beat_out/483745,wfdb
